date,t,msaname,msa,population,deaths,cases,deathper100k,caseper100k
05mar2020,0,"CHICAGO, IL",1600,8429599,0,5,0,.059314802
06mar2020,1,"CHICAGO, IL",1600,8429599,0,5,0,.059314802
07mar2020,2,"CHICAGO, IL",1600,8429599,0,6,0,.071177766
08mar2020,3,"CHICAGO, IL",1600,8429599,0,7,0,.083040722
09mar2020,4,"CHICAGO, IL",1600,8429599,0,7,0,.083040722
10mar2020,5,"CHICAGO, IL",1600,8429599,0,12,0,.14235553
11mar2020,6,"CHICAGO, IL",1600,8429599,0,25,0,.29657403
12mar2020,7,"CHICAGO, IL",1600,8429599,0,32,0,.37961474
13mar2020,8,"CHICAGO, IL",1600,8429599,0,46,0,.5456962
14mar2020,9,"CHICAGO, IL",1600,8429599,0,59,0,.69991469
15mar2020,10,"CHICAGO, IL",1600,8429599,0,59,0,.69991469
16mar2020,11,"CHICAGO, IL",1600,8429599,0,74,0,.87785906
17mar2020,12,"CHICAGO, IL",1600,8429599,1,147,.011862961,1.7438552
18mar2020,13,"CHICAGO, IL",1600,8429599,1,254,.011862961,3.0131919
19mar2020,14,"CHICAGO, IL",1600,8429599,3,391,.035588883,4.6384177
20mar2020,15,"CHICAGO, IL",1600,8429599,3,391,.035588883,4.6384177
21mar2020,16,"CHICAGO, IL",1600,8429599,4,709,.047451843,8.4108391
22mar2020,17,"CHICAGO, IL",1600,8429599,5,1003,.059314802,11.898549
23mar2020,18,"CHICAGO, IL",1600,8429599,10,1171,.1186296,13.891527
24mar2020,19,"CHICAGO, IL",1600,8429599,10,1478,.1186296,17.533455
25mar2020,20,"CHICAGO, IL",1600,8429599,17,1791,.20167033,21.246563
26mar2020,21,"CHICAGO, IL",1600,8429599,24,1791,.28471106,21.246563
27mar2020,22,"CHICAGO, IL",1600,8429599,32,2900,.37961474,34.402584
28mar2020,23,"CHICAGO, IL",1600,8429599,45,3331,.53383321,39.515522
29mar2020,24,"CHICAGO, IL",1600,8429599,61,4368,.72364056,51.817413
30mar2020,25,"CHICAGO, IL",1600,8429599,68,4796,.80668133,56.89476
31mar2020,26,"CHICAGO, IL",1600,8429599,92,5679,1.0913924,67.369751
01apr2020,27,"CHICAGO, IL",1600,8429599,131,6581,1.5540478,78.070145
02apr2020,28,"CHICAGO, IL",1600,8429599,151,7218,1.7913071,85.626846
03apr2020,29,"CHICAGO, IL",1600,8429599,194,7989,2.3014143,94.773193
04apr2020,30,"CHICAGO, IL",1600,8429599,226,9670,2.6810291,114.71483
05apr2020,31,"CHICAGO, IL",1600,8429599,254,10482,3.0131919,124.34755
06apr2020,32,"CHICAGO, IL",1600,8429599,285,11388,3.3809438,135.0954
07apr2020,33,"CHICAGO, IL",1600,8429599,349,12539,4.1401734,148.74966
08apr2020,34,"CHICAGO, IL",1600,8429599,426,13905,5.0536213,164.95447
09apr2020,35,"CHICAGO, IL",1600,8429599,487,15094,5.7772617,179.05952
10apr2020,36,"CHICAGO, IL",1600,8429599,552,16424,6.5483541,194.83727
11apr2020,37,"CHICAGO, IL",1600,8429599,627,17621,7.438076,209.03723
12apr2020,38,"CHICAGO, IL",1600,8429599,668,19163,7.9244576,227.32991
13apr2020,39,"CHICAGO, IL",1600,8429599,740,20276,8.7785912,240.53339
14apr2020,40,"CHICAGO, IL",1600,8429599,807,21425,9.5734091,254.16393
15apr2020,41,"CHICAGO, IL",1600,8429599,876,22679,10.391953,269.04007
16apr2020,42,"CHICAGO, IL",1600,8429599,989,23699,11.732468,281.14029
17apr2020,43,"CHICAGO, IL",1600,8429599,1041,25398,12.349342,301.29547
18apr2020,44,"CHICAGO, IL",1600,8429599,1160,26770,13.761034,317.57144
19apr2020,45,"CHICAGO, IL",1600,8429599,1188,27852,14.093197,330.40717
20apr2020,46,"CHICAGO, IL",1600,8429599,1240,28897,14.710071,342.80396
21apr2020,47,"CHICAGO, IL",1600,8429599,1348,30266,15.991271,359.04437
22apr2020,48,"CHICAGO, IL",1600,8429599,1437,32012,17.047073,379.75708
23apr2020,49,"CHICAGO, IL",1600,8429599,1549,33736,18.375727,400.20883
24apr2020,50,"CHICAGO, IL",1600,8429599,1646,36173,19.526432,429.11887
25apr2020,51,"CHICAGO, IL",1600,8429599,1711,38062,20.297525,451.52802
26apr2020,52,"CHICAGO, IL",1600,8429599,1767,39963,20.961851,474.0795
27apr2020,53,"CHICAGO, IL",1600,8429599,1806,41775,21.424507,495.57516
28apr2020,54,"CHICAGO, IL",1600,8429599,1941,43726,23.026007,518.71979
29apr2020,55,"CHICAGO, IL",1600,8429599,2019,45756,23.951317,542.80164
30apr2020,56,"CHICAGO, IL",1600,8429599,2148,48008,25.48164,569.51703
01may2020,57,"CHICAGO, IL",1600,8429599,2241,50931,26.584894,604.19244
02may2020,58,"CHICAGO, IL",1600,8429599,2334,53217,27.68815,631.31116
03may2020,59,"CHICAGO, IL",1600,8429599,2385,55942,28.293161,663.63776
04may2020,60,"CHICAGO, IL",1600,8429599,2419,58067,28.696501,688.84656
05may2020,61,"CHICAGO, IL",1600,8429599,2572,60003,30.511534,711.81323
06may2020,62,"CHICAGO, IL",1600,8429599,2701,62097,32.041855,736.65424
07may2020,63,"CHICAGO, IL",1600,8429599,2828,64468,33.54845,764.78131
08may2020,64,"CHICAGO, IL",1600,8429599,2944,67094,34.924557,795.93347
09may2020,65,"CHICAGO, IL",1600,8429599,3038,69144,36.039673,820.25256
10may2020,66,"CHICAGO, IL",1600,8429599,3092,70556,36.680275,837.00305
11may2020,67,"CHICAGO, IL",1600,8429599,3141,71704,37.261559,850.6217
12may2020,68,"CHICAGO, IL",1600,8429599,3265,75244,38.732567,892.61658
13may2020,69,"CHICAGO, IL",1600,8429599,3437,76670,40.772995,909.5332
14may2020,70,"CHICAGO, IL",1600,8429599,3565,79588,42.291454,944.14929
15may2020,71,"CHICAGO, IL",1600,8429599,3679,81786,43.643833,970.22406
16may2020,72,"CHICAGO, IL",1600,8429599,3744,83648,44.414925,992.31293
17may2020,73,"CHICAGO, IL",1600,8429599,3786,85137,44.91317,1009.9769
18may2020,74,"CHICAGO, IL",1600,8429599,3839,87238,45.541904,1034.901
19may2020,75,"CHICAGO, IL",1600,8429599,3963,88629,47.012913,1051.4023
20may2020,76,"CHICAGO, IL",1600,8429599,4099,90798,48.626274,1077.1331
21may2020,77,"CHICAGO, IL",1600,8429599,4164,92837,49.397369,1101.3217
22may2020,78,"CHICAGO, IL",1600,8429599,4262,95236,50.559937,1129.7809
23may2020,79,"CHICAGO, IL",1600,8429599,4330,97318,51.366619,1154.4796
24may2020,80,"CHICAGO, IL",1600,8429599,4389,99555,52.066532,1181.0171
25may2020,81,"CHICAGO, IL",1600,8429599,4410,101117,52.315655,1199.547
26may2020,82,"CHICAGO, IL",1600,8429599,4442,102159,52.695271,1211.9082
27may2020,83,"CHICAGO, IL",1600,8429599,4586,103153,54.403538,1223.7
28may2020,84,"CHICAGO, IL",1600,8429599,4674,104377,55.447479,1238.2202
29may2020,85,"CHICAGO, IL",1600,8429599,4748,105785,56.325336,1254.9232
30may2020,86,"CHICAGO, IL",1600,8429599,4799,107063,56.930347,1270.0841
31may2020,87,"CHICAGO, IL",1600,8429599,4851,108231,57.547222,1283.9401
01jun2020,88,"CHICAGO, IL",1600,8429599,4870,109074,57.772617,1293.9406
02jun2020,89,"CHICAGO, IL",1600,8429599,4971,110482,58.970776,1310.6436
03jun2020,90,"CHICAGO, IL",1600,8429599,5049,111281,59.896088,1320.1221
04jun2020,91,"CHICAGO, IL",1600,8429599,5146,112052,61.046795,1329.2684
05jun2020,92,"CHICAGO, IL",1600,8429599,5196,112975,61.639942,1340.218
06jun2020,93,"CHICAGO, IL",1600,8429599,5252,113804,62.304268,1350.0524
07jun2020,94,"CHICAGO, IL",1600,8429599,5292,114553,62.778786,1358.9377
08jun2020,95,"CHICAGO, IL",1600,8429599,5310,115134,62.992321,1365.8301
09jun2020,96,"CHICAGO, IL",1600,8429599,5389,115810,63.929493,1373.8495
10jun2020,97,"CHICAGO, IL",1600,8429599,5449,116324,64.641273,1379.947
11jun2020,98,"CHICAGO, IL",1600,8429599,5526,116921,65.554718,1387.0292
12jun2020,99,"CHICAGO, IL",1600,8429599,5592,117379,66.337677,1392.4624
13jun2020,100,"CHICAGO, IL",1600,8429599,5610,117866,66.551208,1398.2397
14jun2020,101,"CHICAGO, IL",1600,8429599,5629,118383,66.776604,1404.3728
15jun2020,102,"CHICAGO, IL",1600,8429599,5647,118781,66.990135,1409.0944
16jun2020,103,"CHICAGO, IL",1600,8429599,5710,119279,67.737503,1415.0021
17jun2020,104,"CHICAGO, IL",1600,8429599,5780,119751,68.567909,1420.6014
18jun2020,105,"CHICAGO, IL",1600,8429599,5827,120232,69.125473,1426.3075
19jun2020,106,"CHICAGO, IL",1600,8429599,5865,120754,69.576263,1432.4999
20jun2020,107,"CHICAGO, IL",1600,8429599,5906,121261,70.062645,1438.5144
21jun2020,108,"CHICAGO, IL",1600,8429599,5925,121774,70.28804,1444.6001
22jun2020,109,"CHICAGO, IL",1600,8429599,5946,122162,70.537163,1449.203
23jun2020,110,"CHICAGO, IL",1600,8429599,5976,122660,70.893051,1455.1107
24jun2020,111,"CHICAGO, IL",1600,8429599,6027,123185,71.498062,1461.3387
25jun2020,112,"CHICAGO, IL",1600,8429599,6062,123900,71.913269,1469.8208
26jun2020,113,"CHICAGO, IL",1600,8429599,6096,124540,72.316605,1477.4131
27jun2020,114,"CHICAGO, IL",1600,8429599,6115,125052,72.542,1483.4869
28jun2020,115,"CHICAGO, IL",1600,8429599,6127,125533,72.684357,1489.193
29jun2020,116,"CHICAGO, IL",1600,8429599,6140,126084,72.838577,1495.7295
30jun2020,117,"CHICAGO, IL",1600,8429599,6155,126664,73.016525,1502.61
01jul2020,118,"CHICAGO, IL",1600,8429599,6179,127247,73.301231,1509.5261
02jul2020,119,"CHICAGO, IL",1600,8429599,6212,127939,73.692711,1517.7354
03jul2020,120,"CHICAGO, IL",1600,8429599,6225,128534,73.846931,1524.7938
04jul2020,121,"CHICAGO, IL",1600,8429599,6233,129220,73.941833,1532.9318
05jul2020,122,"CHICAGO, IL",1600,8429599,6238,129687,74.001144,1538.4718
06jul2020,123,"CHICAGO, IL",1600,8429599,6241,130106,74.036736,1543.4424
07jul2020,124,"CHICAGO, IL",1600,8429599,6271,130536,74.392624,1548.5435
08jul2020,125,"CHICAGO, IL",1600,8429599,6295,131254,74.677338,1557.061
09jul2020,126,"CHICAGO, IL",1600,8429599,6312,132005,74.879005,1565.9701
10jul2020,127,"CHICAGO, IL",1600,8429599,6333,132889,75.128128,1576.4569
11jul2020,128,"CHICAGO, IL",1600,8429599,6355,133694,75.389114,1586.0066
12jul2020,129,"CHICAGO, IL",1600,8429599,6371,134368,75.578918,1594.0023
13jul2020,130,"CHICAGO, IL",1600,8429599,6376,134933,75.638237,1600.7048
14jul2020,131,"CHICAGO, IL",1600,8429599,6396,135370,75.875496,1605.8889
15jul2020,132,"CHICAGO, IL",1600,8429599,6404,136177,75.970398,1615.4624
16jul2020,133,"CHICAGO, IL",1600,8429599,6419,137001,76.148346,1625.2374
17jul2020,134,"CHICAGO, IL",1600,8429599,6437,137857,76.361877,1635.3921
18jul2020,135,"CHICAGO, IL",1600,8429599,6452,138665,76.539818,1644.9774
19jul2020,136,"CHICAGO, IL",1600,8429599,6456,139285,76.587273,1652.3324
20jul2020,137,"CHICAGO, IL",1600,8429599,6460,139964,76.634727,1660.3875
21jul2020,138,"CHICAGO, IL",1600,8429599,6479,140678,76.860123,1668.8575
22jul2020,139,"CHICAGO, IL",1600,8429599,6496,141770,77.06179,1681.8119
23jul2020,140,"CHICAGO, IL",1600,8429599,6514,142803,77.275322,1694.0664
24jul2020,141,"CHICAGO, IL",1600,8429599,6530,143759,77.465134,1705.4073
25jul2020,142,"CHICAGO, IL",1600,8429599,6538,144641,77.560036,1715.8705
26jul2020,143,"CHICAGO, IL",1600,8429599,6539,145624,77.571899,1727.5317
27jul2020,144,"CHICAGO, IL",1600,8429599,6553,146338,77.737984,1736.002
28jul2020,145,"CHICAGO, IL",1600,8429599,6569,147033,77.927788,1744.2467
29jul2020,146,"CHICAGO, IL",1600,8429599,6578,147893,78.034554,1754.4489
30jul2020,147,"CHICAGO, IL",1600,8429599,6588,149003,78.153183,1767.6167
31jul2020,148,"CHICAGO, IL",1600,8429599,6603,150255,78.331131,1782.4691
01aug2020,149,"CHICAGO, IL",1600,8429599,6610,151289,78.414169,1794.7355
02aug2020,150,"CHICAGO, IL",1600,8429599,6618,152182,78.509071,1805.3291
03aug2020,151,"CHICAGO, IL",1600,8429599,6621,153035,78.544662,1815.4481
04aug2020,152,"CHICAGO, IL",1600,8429599,6630,154007,78.651428,1826.979
05aug2020,153,"CHICAGO, IL",1600,8429599,6646,155112,78.841232,1840.0875
06aug2020,154,"CHICAGO, IL",1600,8429599,6658,156272,78.983589,1853.8485
07aug2020,155,"CHICAGO, IL",1600,8429599,6668,157662,79.102219,1870.3381
08aug2020,156,"CHICAGO, IL",1600,8429599,6676,159025,79.197121,1886.5073
09aug2020,157,"CHICAGO, IL",1600,8429599,6680,159911,79.244576,1897.0178
10aug2020,158,"CHICAGO, IL",1600,8429599,6680,160716,79.244576,1906.5675
11aug2020,159,"CHICAGO, IL",1600,8429599,6690,161702,79.363205,1918.2644
12aug2020,160,"CHICAGO, IL",1600,8429599,6693,162619,79.398796,1929.1428
13aug2020,161,"CHICAGO, IL",1600,8429599,6705,163769,79.541153,1942.7852
14aug2020,162,"CHICAGO, IL",1600,8429599,6716,165131,79.671646,1958.9425
15aug2020,163,"CHICAGO, IL",1600,8429599,6718,166173,79.695366,1971.3037
16aug2020,164,"CHICAGO, IL",1600,8429599,6731,167042,79.849586,1981.6127
17aug2020,165,"CHICAGO, IL",1600,8429599,6733,168250,79.873314,1995.9431
18aug2020,166,"CHICAGO, IL",1600,8429599,6749,169234,80.063118,2007.6162
19aug2020,167,"CHICAGO, IL",1600,8429599,6759,170586,80.181747,2023.655
20aug2020,168,"CHICAGO, IL",1600,8429599,6766,171739,80.264793,2037.333
21aug2020,169,"CHICAGO, IL",1600,8429599,6779,173118,80.419006,2053.6919
22aug2020,170,"CHICAGO, IL",1600,8429599,6791,174506,80.561363,2070.1577
23aug2020,171,"CHICAGO, IL",1600,8429599,6796,175630,80.620682,2083.4917
24aug2020,172,"CHICAGO, IL",1600,8429599,6800,176557,80.668129,2094.4888
25aug2020,173,"CHICAGO, IL",1600,8429599,6812,177503,80.810486,2105.7112
26aug2020,174,"CHICAGO, IL",1600,8429599,6829,178773,81.012154,2120.7771
27aug2020,175,"CHICAGO, IL",1600,8429599,6840,179618,81.142647,2130.8013
28aug2020,176,"CHICAGO, IL",1600,8429599,6848,180988,81.237556,2147.0535
29aug2020,177,"CHICAGO, IL",1600,8429599,6852,181878,81.285004,2157.6116
30aug2020,178,"CHICAGO, IL",1600,8429599,6861,183098,81.391769,2172.0842
31aug2020,179,"CHICAGO, IL",1600,8429599,6866,184044,81.451088,2183.3066
01sep2020,180,"CHICAGO, IL",1600,8429599,6877,184755,81.581581,2191.7412
02sep2020,181,"CHICAGO, IL",1600,8429599,6890,185690,81.735794,2202.8333
03sep2020,182,"CHICAGO, IL",1600,8429599,6901,186355,81.866287,2210.7219
04sep2020,183,"CHICAGO, IL",1600,8429599,6911,188977,81.984917,2241.8267
05sep2020,184,"CHICAGO, IL",1600,8429599,6922,190645,82.11541,2261.614
06sep2020,185,"CHICAGO, IL",1600,8429599,6924,191358,82.139137,2270.0725
07sep2020,186,"CHICAGO, IL",1600,8429599,6928,192177,82.186592,2279.7881
08sep2020,187,"CHICAGO, IL",1600,8429599,6929,192981,82.198456,2289.3259
09sep2020,188,"CHICAGO, IL",1600,8429599,6935,193625,82.26963,2296.9658
10sep2020,189,"CHICAGO, IL",1600,8429599,6944,194566,82.376396,2308.1287
11sep2020,190,"CHICAGO, IL",1600,8429599,6962,195730,82.589928,2321.9373
12sep2020,191,"CHICAGO, IL",1600,8429599,6979,196826,82.791603,2334.939
13sep2020,192,"CHICAGO, IL",1600,8429599,6991,197564,82.93396,2343.6938
14sep2020,193,"CHICAGO, IL",1600,8429599,6992,198331,82.945816,2352.7927
15sep2020,194,"CHICAGO, IL",1600,8429599,6997,199030,83.005135,2361.085
16sep2020,195,"CHICAGO, IL",1600,8429599,7010,200001,83.159355,2372.604
17sep2020,196,"CHICAGO, IL",1600,8429599,7014,201081,83.206802,2385.416
18sep2020,197,"CHICAGO, IL",1600,8429599,7022,202108,83.301712,2397.5991
19sep2020,198,"CHICAGO, IL",1600,8429599,7031,203631,83.408478,2415.6665
20sep2020,199,"CHICAGO, IL",1600,8429599,7037,204422,83.479652,2425.05
21sep2020,200,"CHICAGO, IL",1600,8429599,7042,205231,83.538971,2434.6472
22sep2020,201,"CHICAGO, IL",1600,8429599,7050,206083,83.633873,2444.7544
23sep2020,202,"CHICAGO, IL",1600,8429599,7059,206935,83.740639,2454.8618
24sep2020,203,"CHICAGO, IL",1600,8429599,7072,208238,83.894859,2470.3191
25sep2020,204,"CHICAGO, IL",1600,8429599,7085,209489,84.049072,2485.1597
26sep2020,205,"CHICAGO, IL",1600,8429599,7097,210817,84.191429,2500.9138
27sep2020,206,"CHICAGO, IL",1600,8429599,7105,211663,84.286331,2510.9497
05mar2020,0,"KANSAS CITY, MO-KS",3760,2070000,0,0,0,0
06mar2020,1,"KANSAS CITY, MO-KS",3760,2070000,0,0,0,0
07mar2020,2,"KANSAS CITY, MO-KS",3760,2070000,0,0,0,0
08mar2020,3,"KANSAS CITY, MO-KS",3760,2070000,0,1,0,.048309177
09mar2020,4,"KANSAS CITY, MO-KS",3760,2070000,0,1,0,.048309177
10mar2020,5,"KANSAS CITY, MO-KS",3760,2070000,0,1,0,.048309177
11mar2020,6,"KANSAS CITY, MO-KS",3760,2070000,0,1,0,.048309177
12mar2020,7,"KANSAS CITY, MO-KS",3760,2070000,0,4,0,.19323671
13mar2020,8,"KANSAS CITY, MO-KS",3760,2070000,1,5,.048309177,.2415459
14mar2020,9,"KANSAS CITY, MO-KS",3760,2070000,1,6,.048309177,.28985506
15mar2020,10,"KANSAS CITY, MO-KS",3760,2070000,1,6,.048309177,.28985506
16mar2020,11,"KANSAS CITY, MO-KS",3760,2070000,1,9,.048309177,.43478259
17mar2020,12,"KANSAS CITY, MO-KS",3760,2070000,1,16,.048309177,.77294683
18mar2020,13,"KANSAS CITY, MO-KS",3760,2070000,1,23,.048309177,1.1111112
19mar2020,14,"KANSAS CITY, MO-KS",3760,2070000,1,31,.048309177,1.4975846
20mar2020,15,"KANSAS CITY, MO-KS",3760,2070000,2,50,.096618354,2.4154589
21mar2020,16,"KANSAS CITY, MO-KS",3760,2070000,3,56,.14492753,2.7053139
22mar2020,17,"KANSAS CITY, MO-KS",3760,2070000,3,60,.14492753,2.8985507
23mar2020,18,"KANSAS CITY, MO-KS",3760,2070000,3,73,.14492753,3.5265701
24mar2020,19,"KANSAS CITY, MO-KS",3760,2070000,3,90,.14492753,4.347826
25mar2020,20,"KANSAS CITY, MO-KS",3760,2070000,4,111,.19323671,5.362319
26mar2020,21,"KANSAS CITY, MO-KS",3760,2070000,4,154,.19323671,7.4396133
27mar2020,22,"KANSAS CITY, MO-KS",3760,2070000,5,185,.2415459,8.9371977
28mar2020,23,"KANSAS CITY, MO-KS",3760,2070000,5,216,.2415459,10.434783
29mar2020,24,"KANSAS CITY, MO-KS",3760,2070000,7,254,.33816424,12.270532
30mar2020,25,"KANSAS CITY, MO-KS",3760,2070000,7,289,.33816424,13.961352
31mar2020,26,"KANSAS CITY, MO-KS",3760,2070000,7,354,.33816424,17.10145
01apr2020,27,"KANSAS CITY, MO-KS",3760,2070000,9,398,.43478259,19.227053
02apr2020,28,"KANSAS CITY, MO-KS",3760,2070000,10,455,.4830918,21.980677
03apr2020,29,"KANSAS CITY, MO-KS",3760,2070000,17,501,.82125604,24.202898
04apr2020,30,"KANSAS CITY, MO-KS",3760,2070000,17,575,.82125604,27.777779
05apr2020,31,"KANSAS CITY, MO-KS",3760,2070000,17,594,.82125604,28.695652
06apr2020,32,"KANSAS CITY, MO-KS",3760,2070000,20,679,.9661836,32.801933
07apr2020,33,"KANSAS CITY, MO-KS",3760,2070000,27,707,1.3043479,34.154591
08apr2020,34,"KANSAS CITY, MO-KS",3760,2070000,30,799,1.4492754,38.599033
09apr2020,35,"KANSAS CITY, MO-KS",3760,2070000,32,844,1.5458937,40.772945
10apr2020,36,"KANSAS CITY, MO-KS",3760,2070000,32,888,1.5458937,42.898552
11apr2020,37,"KANSAS CITY, MO-KS",3760,2070000,43,1005,2.0772946,48.550724
12apr2020,38,"KANSAS CITY, MO-KS",3760,2070000,50,1066,2.4154589,51.497585
13apr2020,39,"KANSAS CITY, MO-KS",3760,2070000,54,1089,2.6086957,52.608696
14apr2020,40,"KANSAS CITY, MO-KS",3760,2070000,62,1133,2.9951692,54.734299
15apr2020,41,"KANSAS CITY, MO-KS",3760,2070000,66,1162,3.1884058,56.135265
16apr2020,42,"KANSAS CITY, MO-KS",3760,2070000,73,1234,3.5265701,59.613525
17apr2020,43,"KANSAS CITY, MO-KS",3760,2070000,76,1283,3.6714976,61.980675
18apr2020,44,"KANSAS CITY, MO-KS",3760,2070000,80,1319,3.8647344,63.719807
19apr2020,45,"KANSAS CITY, MO-KS",3760,2070000,87,1333,4.2028985,64.396133
20apr2020,46,"KANSAS CITY, MO-KS",3760,2070000,95,1360,4.5893722,65.700485
21apr2020,47,"KANSAS CITY, MO-KS",3760,2070000,101,1385,4.8792272,66.908211
22apr2020,48,"KANSAS CITY, MO-KS",3760,2070000,105,1461,5.072464,70.579712
23apr2020,49,"KANSAS CITY, MO-KS",3760,2070000,105,1493,5.072464,72.125603
24apr2020,50,"KANSAS CITY, MO-KS",3760,2070000,108,1560,5.2173915,75.36232
25apr2020,51,"KANSAS CITY, MO-KS",3760,2070000,110,1620,5.3140097,78.260872
26apr2020,52,"KANSAS CITY, MO-KS",3760,2070000,112,1651,5.4106278,79.758453
27apr2020,53,"KANSAS CITY, MO-KS",3760,2070000,116,1679,5.6038647,81.111115
28apr2020,54,"KANSAS CITY, MO-KS",3760,2070000,117,1705,5.652174,82.367149
29apr2020,55,"KANSAS CITY, MO-KS",3760,2070000,120,1762,5.7971015,85.120773
30apr2020,56,"KANSAS CITY, MO-KS",3760,2070000,121,1993,5.8454108,96.28019
01may2020,57,"KANSAS CITY, MO-KS",3760,2070000,122,2065,5.8937197,99.758453
02may2020,58,"KANSAS CITY, MO-KS",3760,2070000,123,2162,5.942029,104.44444
03may2020,59,"KANSAS CITY, MO-KS",3760,2070000,124,2354,5.9903383,113.71981
04may2020,60,"KANSAS CITY, MO-KS",3760,2070000,135,2441,6.521739,117.92271
05may2020,61,"KANSAS CITY, MO-KS",3760,2070000,139,2559,6.7149758,123.62319
06may2020,62,"KANSAS CITY, MO-KS",3760,2070000,139,2778,6.7149758,134.2029
07may2020,63,"KANSAS CITY, MO-KS",3760,2070000,139,2964,6.7149758,143.1884
08may2020,64,"KANSAS CITY, MO-KS",3760,2070000,142,3073,6.8599033,148.4541
09may2020,65,"KANSAS CITY, MO-KS",3760,2070000,146,3149,7.0531402,152.12561
10may2020,66,"KANSAS CITY, MO-KS",3760,2070000,146,3209,7.0531402,155.02415
11may2020,67,"KANSAS CITY, MO-KS",3760,2070000,148,3243,7.1497583,156.66667
12may2020,68,"KANSAS CITY, MO-KS",3760,2070000,150,3261,7.246377,157.53622
13may2020,69,"KANSAS CITY, MO-KS",3760,2070000,151,3300,7.2946858,159.42029
14may2020,70,"KANSAS CITY, MO-KS",3760,2070000,152,3327,7.3429952,160.72464
15may2020,71,"KANSAS CITY, MO-KS",3760,2070000,155,3405,7.4879227,164.49275
16may2020,72,"KANSAS CITY, MO-KS",3760,2070000,157,3446,7.5845408,166.47343
17may2020,73,"KANSAS CITY, MO-KS",3760,2070000,157,3465,7.5845408,167.39131
18may2020,74,"KANSAS CITY, MO-KS",3760,2070000,158,3590,7.6328502,173.42995
19may2020,75,"KANSAS CITY, MO-KS",3760,2070000,159,3614,7.6811595,174.58937
20may2020,76,"KANSAS CITY, MO-KS",3760,2070000,161,3652,7.7777777,176.42513
21may2020,77,"KANSAS CITY, MO-KS",3760,2070000,162,3707,7.826087,179.08212
22may2020,78,"KANSAS CITY, MO-KS",3760,2070000,163,3766,7.8743963,181.93237
23may2020,79,"KANSAS CITY, MO-KS",3760,2070000,164,3807,7.9227052,183.91304
24may2020,80,"KANSAS CITY, MO-KS",3760,2070000,164,3860,7.9227052,186.47343
25may2020,81,"KANSAS CITY, MO-KS",3760,2070000,166,3919,8.0193233,189.32367
26may2020,82,"KANSAS CITY, MO-KS",3760,2070000,166,3942,8.0193233,190.43478
27may2020,83,"KANSAS CITY, MO-KS",3760,2070000,168,3964,8.115942,191.49759
28may2020,84,"KANSAS CITY, MO-KS",3760,2070000,170,4051,8.2125607,195.70049
29may2020,85,"KANSAS CITY, MO-KS",3760,2070000,170,4126,8.2125607,199.32367
30may2020,86,"KANSAS CITY, MO-KS",3760,2070000,172,4157,8.3091784,200.82126
