date,t,msaname,msa,population,deaths,cases,deathper100k,caseper100k
19jul2020,136,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,42905,500342,223.9257,2611.3374
20jul2020,137,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,42920,500906,224.00398,2614.281
21jul2020,138,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,42948,501594,224.15013,2617.8718
22jul2020,139,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,42922,502375,224.15013,2621.948
23jul2020,140,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,42952,503113,224.17101,2625.7996
24jul2020,141,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,42984,503916,224.33801,2629.9905
25jul2020,142,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43005,504705,224.44762,2634.1084
26jul2020,143,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43024,505385,224.54678,2637.6575
27jul2020,144,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43045,506113,224.65637,2641.457
28jul2020,145,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43069,506776,224.78163,2644.9172
29jul2020,146,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43038,507545,224.78163,2648.9307
30jul2020,147,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43054,508192,224.78163,2652.3074
31jul2020,148,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43065,509065,224.78163,2656.8638
01aug2020,149,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43077,509814,224.82339,2660.7729
02aug2020,150,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43086,510403,224.87036,2663.8469
03aug2020,151,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43093,510954,224.90689,2666.7227
04aug2020,152,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43106,511693,224.97475,2670.5796
05aug2020,153,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43099,512369,224.97475,2674.1077
06aug2020,154,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43110,513136,224.99562,2678.1106
07aug2020,155,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43113,513851,225.01128,2681.8423
08aug2020,156,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43136,514611,225.13132,2685.8088
09aug2020,157,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43141,515188,225.15741,2688.8203
10aug2020,158,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43152,515736,225.21483,2691.6804
11aug2020,159,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43167,516416,225.29311,2695.2292
12aug2020,160,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43164,517227,225.29311,2699.4622
13aug2020,161,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43175,518089,225.33485,2703.9609
14aug2020,162,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43184,518993,225.38184,2708.679
15aug2020,163,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43198,519874,225.4549,2713.2771
16aug2020,164,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43206,520550,225.49666,2716.8052
17aug2020,165,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43214,521087,225.53841,2719.6079
18aug2020,166,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43224,521822,225.59059,2723.4438
19aug2020,167,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43227,522481,225.60626,2726.8833
20aug2020,168,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43235,522949,225.64801,2729.3257
21aug2020,169,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43243,523576,225.68976,2732.5981
22aug2020,170,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43250,524298,225.72629,2736.3665
23aug2020,171,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43261,524886,225.78371,2739.4353
24aug2020,172,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43264,525351,225.79936,2741.8621
25aug2020,173,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43270,525970,225.83067,2745.0928
26aug2020,174,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43243,526589,225.83067,2748.3232
27aug2020,175,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43248,527257,225.83067,2751.8096
28aug2020,176,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43256,527871,225.83067,2755.0142
29aug2020,177,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43260,528550,225.83067,2758.5581
30aug2020,178,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43274,529184,225.85155,2761.8669
31aug2020,179,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43330,529890,226.14383,2765.5515
01sep2020,180,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43338,530675,226.18558,2769.6487
02sep2020,181,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43351,531376,226.25342,2773.3071
03sep2020,182,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43366,532156,226.33171,2777.3782
04sep2020,183,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43375,533052,226.37868,2782.0544
05sep2020,184,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43388,533834,226.44653,2786.1357
06sep2020,185,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43390,534544,226.45697,2789.8413
07sep2020,186,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43402,535100,226.51959,2792.7432
08sep2020,187,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43415,535671,226.58745,2795.7231
09sep2020,188,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43423,536286,226.6292,2798.9331
10sep2020,189,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43431,537093,226.67096,2803.1448
11sep2020,190,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43440,537946,226.71793,2807.5967
12sep2020,191,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43446,538790,226.74924,2812.0017
13sep2020,192,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43448,539443,226.75967,2815.4097
14sep2020,193,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43455,540078,226.7962,2818.7239
15sep2020,194,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43467,540870,226.85884,2822.8574
16sep2020,195,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43477,541584,226.91103,2826.5837
17sep2020,196,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43486,542552,226.95801,2831.636
18sep2020,197,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43502,543457,227.0415,2836.3591
19sep2020,198,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43502,544526,227.0415,2841.9385
20sep2020,199,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43510,545419,227.08327,2846.5991
21sep2020,200,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43512,546110,227.0937,2850.2056
22sep2020,201,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43517,547020,227.1198,2854.9548
23sep2020,202,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43520,547770,227.13545,2858.8691
24sep2020,203,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43534,548785,227.20853,2864.1665
25sep2020,204,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43541,549810,227.24506,2869.5161
26sep2020,205,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43547,551066,227.27637,2876.0713
27sep2020,206,"NEW YORK-NEWARK, NY-NJ-PA",5600,19160373,43553,552240,227.30768,2882.1985
05mar2020,0,"SACRAMENTO, CA",6920,2539369,1,4,.039379861,.15751944
06mar2020,1,"SACRAMENTO, CA",6920,2539369,1,8,.039379861,.31503889
07mar2020,2,"SACRAMENTO, CA",6920,2539369,1,8,.039379861,.31503889
08mar2020,3,"SACRAMENTO, CA",6920,2539369,1,8,.039379861,.31503889
09mar2020,4,"SACRAMENTO, CA",6920,2539369,1,10,.039379861,.39379862
10mar2020,5,"SACRAMENTO, CA",6920,2539369,1,18,.039379861,.70883751
11mar2020,6,"SACRAMENTO, CA",6920,2539369,2,19,.078759722,.74821734
12mar2020,7,"SACRAMENTO, CA",6920,2539369,2,25,.078759722,.98449653
13mar2020,8,"SACRAMENTO, CA",6920,2539369,2,22,.078759722,.86635697
14mar2020,9,"SACRAMENTO, CA",6920,2539369,1,38,.078759722,1.4964347
15mar2020,10,"SACRAMENTO, CA",6920,2539369,2,36,.078759722,1.417675
16mar2020,11,"SACRAMENTO, CA",6920,2539369,3,40,.11813959,1.5751945
17mar2020,12,"SACRAMENTO, CA",6920,2539369,3,49,.11813959,1.9296132
18mar2020,13,"SACRAMENTO, CA",6920,2539369,3,53,.11813959,2.0871327
19mar2020,14,"SACRAMENTO, CA",6920,2539369,4,59,.15751944,2.3234119
20mar2020,15,"SACRAMENTO, CA",6920,2539369,4,67,.15751944,2.6384506
21mar2020,16,"SACRAMENTO, CA",6920,2539369,4,68,.15751944,2.6778307
22mar2020,17,"SACRAMENTO, CA",6920,2539369,4,73,.15751944,2.8747299
23mar2020,18,"SACRAMENTO, CA",6920,2539369,6,111,.23627917,4.3711648
24mar2020,19,"SACRAMENTO, CA",6920,2539369,6,121,.23627917,4.7649632
25mar2020,20,"SACRAMENTO, CA",6920,2539369,7,156,.27565902,6.1432586
26mar2020,21,"SACRAMENTO, CA",6920,2539369,7,162,.27565902,6.3795376
27mar2020,22,"SACRAMENTO, CA",6920,2539369,8,221,.31503889,8.7029495
28mar2020,23,"SACRAMENTO, CA",6920,2539369,8,239,.31503889,9.411787
29mar2020,24,"SACRAMENTO, CA",6920,2539369,9,254,.35441875,10.002485
30mar2020,25,"SACRAMENTO, CA",6920,2539369,10,315,.39379862,12.404656
31mar2020,26,"SACRAMENTO, CA",6920,2539369,10,335,.39379862,13.192254
01apr2020,27,"SACRAMENTO, CA",6920,2539369,10,362,.39379862,14.25551
02apr2020,28,"SACRAMENTO, CA",6920,2539369,13,472,.51193821,18.587296
03apr2020,29,"SACRAMENTO, CA",6920,2539369,14,561,.55131805,22.092102
04apr2020,30,"SACRAMENTO, CA",6920,2539369,14,571,.55131805,22.485901
05apr2020,31,"SACRAMENTO, CA",6920,2539369,22,629,.86635697,24.769934
06apr2020,32,"SACRAMENTO, CA",6920,2539369,24,654,.9451167,25.754429
07apr2020,33,"SACRAMENTO, CA",6920,2539369,27,730,1.0632563,28.747299
08apr2020,34,"SACRAMENTO, CA",6920,2539369,30,813,1.1813959,32.015827
09apr2020,35,"SACRAMENTO, CA",6920,2539369,41,828,1.6145743,32.606525
10apr2020,36,"SACRAMENTO, CA",6920,2539369,33,929,1.6145743,36.583893
11apr2020,37,"SACRAMENTO, CA",6920,2539369,34,935,1.6145743,36.820171
12apr2020,38,"SACRAMENTO, CA",6920,2539369,36,1003,1.6145743,39.498001
13apr2020,39,"SACRAMENTO, CA",6920,2539369,38,1043,1.6145743,41.073196
14apr2020,40,"SACRAMENTO, CA",6920,2539369,40,1117,1.6145743,43.987305
15apr2020,41,"SACRAMENTO, CA",6920,2539369,46,1158,1.8114736,45.601879
16apr2020,42,"SACRAMENTO, CA",6920,2539369,50,1199,1.9689931,47.216454
17apr2020,43,"SACRAMENTO, CA",6920,2539369,50,1226,1.9689931,48.279709
18apr2020,44,"SACRAMENTO, CA",6920,2539369,52,1247,2.0477529,49.106686
19apr2020,45,"SACRAMENTO, CA",6920,2539369,53,1271,2.0871327,50.051804
20apr2020,46,"SACRAMENTO, CA",6920,2539369,54,1287,2.1265125,50.681881
21apr2020,47,"SACRAMENTO, CA",6920,2539369,56,1309,2.2052722,51.548241
22apr2020,48,"SACRAMENTO, CA",6920,2539369,57,1331,2.244652,52.414597
23apr2020,49,"SACRAMENTO, CA",6920,2539369,65,1374,2.559691,54.107929
24apr2020,50,"SACRAMENTO, CA",6920,2539369,66,1417,2.5990708,55.801266
25apr2020,51,"SACRAMENTO, CA",6920,2539369,66,1417,2.5990708,55.801266
26apr2020,52,"SACRAMENTO, CA",6920,2539369,66,1442,2.5990708,56.785759
27apr2020,53,"SACRAMENTO, CA",6920,2539369,67,1452,2.6384506,57.179558
28apr2020,54,"SACRAMENTO, CA",6920,2539369,68,1449,2.6778307,57.06142
29apr2020,55,"SACRAMENTO, CA",6920,2539369,69,1467,2.7172105,57.770256
30apr2020,56,"SACRAMENTO, CA",6920,2539369,70,1480,2.7565904,58.282196
01may2020,57,"SACRAMENTO, CA",6920,2539369,69,1506,2.7565904,59.306072
02may2020,58,"SACRAMENTO, CA",6920,2539369,69,1532,2.7565904,60.329948
03may2020,59,"SACRAMENTO, CA",6920,2539369,70,1544,2.7565904,60.802505
04may2020,60,"SACRAMENTO, CA",6920,2539369,77,1557,3.0322495,61.314445
05may2020,61,"SACRAMENTO, CA",6920,2539369,77,1569,3.0322495,61.787003
06may2020,62,"SACRAMENTO, CA",6920,2539369,78,1581,3.0716293,62.25956
07may2020,63,"SACRAMENTO, CA",6920,2539369,80,1594,3.150389,62.7715
08may2020,64,"SACRAMENTO, CA",6920,2539369,81,1602,3.1897688,63.08654
09may2020,65,"SACRAMENTO, CA",6920,2539369,81,1611,3.1897688,63.440956
10may2020,66,"SACRAMENTO, CA",6920,2539369,81,1615,3.1897688,63.598476
11may2020,67,"SACRAMENTO, CA",6920,2539369,81,1628,3.1897688,64.110413
12may2020,68,"SACRAMENTO, CA",6920,2539369,83,1645,3.2685285,64.779869
13may2020,69,"SACRAMENTO, CA",6920,2539369,84,1648,3.3079083,64.89801
14may2020,70,"SACRAMENTO, CA",6920,2539369,87,1672,3.426048,65.843132
15may2020,71,"SACRAMENTO, CA",6920,2539369,87,1693,3.426048,66.670105
16may2020,72,"SACRAMENTO, CA",6920,2539369,87,1705,3.426048,67.142662
17may2020,73,"SACRAMENTO, CA",6920,2539369,88,1723,3.4654279,67.851501
18may2020,74,"SACRAMENTO, CA",6920,2539369,89,1737,3.5048077,68.402817
19may2020,75,"SACRAMENTO, CA",6920,2539369,89,1747,3.5048077,68.796616
20may2020,76,"SACRAMENTO, CA",6920,2539369,89,1751,3.5048077,68.95414
21may2020,77,"SACRAMENTO, CA",6920,2539369,89,1762,3.5048077,69.387314
22may2020,78,"SACRAMENTO, CA",6920,2539369,90,1777,3.5441875,69.978012
23may2020,79,"SACRAMENTO, CA",6920,2539369,90,1806,3.5441875,71.120033
24may2020,80,"SACRAMENTO, CA",6920,2539369,90,1809,3.5441875,71.238167
25may2020,81,"SACRAMENTO, CA",6920,2539369,90,1827,3.5441875,71.947006
26may2020,82,"SACRAMENTO, CA",6920,2539369,90,1844,3.5441875,72.616463
27may2020,83,"SACRAMENTO, CA",6920,2539369,90,1863,3.5441875,73.364685
28may2020,84,"SACRAMENTO, CA",6920,2539369,91,1906,3.5835674,75.058014
29may2020,85,"SACRAMENTO, CA",6920,2539369,91,1934,3.5835674,76.160652
30may2020,86,"SACRAMENTO, CA",6920,2539369,92,1987,3.6229472,78.247787
31may2020,87,"SACRAMENTO, CA",6920,2539369,92,1992,3.6229472,78.444687
01jun2020,88,"SACRAMENTO, CA",6920,2539369,94,2029,3.7017069,79.901741
02jun2020,89,"SACRAMENTO, CA",6920,2539369,94,2052,3.7017069,80.80748
03jun2020,90,"SACRAMENTO, CA",6920,2539369,94,2089,3.7017069,82.264534
04jun2020,91,"SACRAMENTO, CA",6920,2539369,94,2142,3.7017069,84.351662
05jun2020,92,"SACRAMENTO, CA",6920,2539369,95,2184,3.741087,86.005615
06jun2020,93,"SACRAMENTO, CA",6920,2539369,95,2226,3.741087,87.659569
07jun2020,94,"SACRAMENTO, CA",6920,2539369,95,2267,3.741087,89.274147
08jun2020,95,"SACRAMENTO, CA",6920,2539369,97,2313,3.8198466,91.085617
09jun2020,96,"SACRAMENTO, CA",6920,2539369,97,2362,3.8198466,93.015236
10jun2020,97,"SACRAMENTO, CA",6920,2539369,98,2394,3.8592265,94.275391
11jun2020,98,"SACRAMENTO, CA",6920,2539369,99,2451,3.8986063,96.520042
12jun2020,99,"SACRAMENTO, CA",6920,2539369,99,2504,3.8986063,98.60717
13jun2020,100,"SACRAMENTO, CA",6920,2539369,115,2557,4.5286841,100.69431
14jun2020,101,"SACRAMENTO, CA",6920,2539369,115,2612,4.5286841,102.8602
15jun2020,102,"SACRAMENTO, CA",6920,2539369,100,2680,4.5286841,105.53803
16jun2020,103,"SACRAMENTO, CA",6920,2539369,100,2745,4.5286841,108.09772
17jun2020,104,"SACRAMENTO, CA",6920,2539369,104,2836,4.5286841,111.68129
18jun2020,105,"SACRAMENTO, CA",6920,2539369,104,2963,4.5286841,116.68253
19jun2020,106,"SACRAMENTO, CA",6920,2539369,104,3032,4.5286841,119.39974
20jun2020,107,"SACRAMENTO, CA",6920,2539369,104,3153,4.5286841,124.1647
21jun2020,108,"SACRAMENTO, CA",6920,2539369,104,3265,4.5286841,128.57524
22jun2020,109,"SACRAMENTO, CA",6920,2539369,104,3458,4.5286841,136.17557
23jun2020,110,"SACRAMENTO, CA",6920,2539369,104,3592,4.5286841,141.45247
24jun2020,111,"SACRAMENTO, CA",6920,2539369,104,3711,4.5286841,146.13867
25jun2020,112,"SACRAMENTO, CA",6920,2539369,104,3848,4.5286841,151.53371
26jun2020,113,"SACRAMENTO, CA",6920,2539369,105,4059,4.5286841,159.84286
27jun2020,114,"SACRAMENTO, CA",6920,2539369,105,4106,4.5286841,161.69371
28jun2020,115,"SACRAMENTO, CA",6920,2539369,105,4265,4.5286841,167.95511
29jun2020,116,"SACRAMENTO, CA",6920,2539369,107,4577,4.5286841,180.24162
30jun2020,117,"SACRAMENTO, CA",6920,2539369,107,4837,4.5286841,190.48039
01jul2020,118,"SACRAMENTO, CA",6920,2539369,107,5165,4.5286841,203.39699
02jul2020,119,"SACRAMENTO, CA",6920,2539369,108,5411,4.5286841,213.08443
03jul2020,120,"SACRAMENTO, CA",6920,2539369,108,5443,4.5286841,214.34459
04jul2020,121,"SACRAMENTO, CA",6920,2539369,109,6020,4.5286841,237.06677
05jul2020,122,"SACRAMENTO, CA",6920,2539369,110,6374,4.5286841,251.00723
06jul2020,123,"SACRAMENTO, CA",6920,2539369,111,6430,4.5286841,253.21251
07jul2020,124,"SACRAMENTO, CA",6920,2539369,118,6905,4.6468239,271.91794
08jul2020,125,"SACRAMENTO, CA",6920,2539369,124,7263,4.8831029,286.01593
09jul2020,126,"SACRAMENTO, CA",6920,2539369,124,7519,4.8831029,296.09717
10jul2020,127,"SACRAMENTO, CA",6920,2539369,125,7819,4.9224825,307.91113
11jul2020,128,"SACRAMENTO, CA",6920,2539369,127,8092,5.0012426,318.66183
12jul2020,129,"SACRAMENTO, CA",6920,2539369,129,8337,5.0800023,328.30991
13jul2020,130,"SACRAMENTO, CA",6920,2539369,129,8665,5.0800023,341.2265
14jul2020,131,"SACRAMENTO, CA",6920,2539369,138,9100,5.4344211,358.35675
15jul2020,132,"SACRAMENTO, CA",6920,2539369,140,9389,5.5131807,369.73752
16jul2020,133,"SACRAMENTO, CA",6920,2539369,142,9748,5.5919404,383.87488
17jul2020,134,"SACRAMENTO, CA",6920,2539369,144,9984,5.6707001,393.16855
18jul2020,135,"SACRAMENTO, CA",6920,2539369,145,10211,5.7100801,402.10776
19jul2020,136,"SACRAMENTO, CA",6920,2539369,146,10631,5.7494597,418.64731
20jul2020,137,"SACRAMENTO, CA",6920,2539369,148,11196,5.8282194,440.89694
21jul2020,138,"SACRAMENTO, CA",6920,2539369,150,11654,5.9069791,458.93292
22jul2020,139,"SACRAMENTO, CA",6920,2539369,151,12023,5.9463592,473.46408
23jul2020,140,"SACRAMENTO, CA",6920,2539369,156,12447,6.1432586,490.16113
24jul2020,141,"SACRAMENTO, CA",6920,2539369,161,12880,6.3401575,507.21262
25jul2020,142,"SACRAMENTO, CA",6920,2539369,162,12985,6.3795376,511.3475
26jul2020,143,"SACRAMENTO, CA",6920,2539369,167,13424,6.576437,528.63525
27jul2020,144,"SACRAMENTO, CA",6920,2539369,174,13669,6.8520961,538.28333
28jul2020,145,"SACRAMENTO, CA",6920,2539369,185,14239,7.2852745,560.72986
29jul2020,146,"SACRAMENTO, CA",6920,2539369,193,14542,7.6003132,572.66193
30jul2020,147,"SACRAMENTO, CA",6920,2539369,194,14765,7.6396933,581.44366
31jul2020,148,"SACRAMENTO, CA",6920,2539369,200,15063,7.8759723,593.17883
01aug2020,149,"SACRAMENTO, CA",6920,2539369,200,15118,7.8759723,595.34473
02aug2020,150,"SACRAMENTO, CA",6920,2539369,211,15444,8.3091507,608.18256
03aug2020,151,"SACRAMENTO, CA",6920,2539369,214,15555,8.42729,612.55377
04aug2020,152,"SACRAMENTO, CA",6920,2539369,219,15782,8.6241894,621.49298
05aug2020,153,"SACRAMENTO, CA",6920,2539369,220,15827,8.6635695,623.26508
06aug2020,154,"SACRAMENTO, CA",6920,2539369,228,16424,8.9786081,646.77484
07aug2020,155,"SACRAMENTO, CA",6920,2539369,228,16484,8.9786081,649.13763
08aug2020,156,"SACRAMENTO, CA",6920,2539369,236,16909,9.2936478,665.87408
09aug2020,157,"SACRAMENTO, CA",6920,2539369,236,16973,9.2936478,668.39441
10aug2020,158,"SACRAMENTO, CA",6920,2539369,256,18546,10.081244,730.33893
11aug2020,159,"SACRAMENTO, CA",6920,2539369,260,18902,10.238764,744.35815
12aug2020,160,"SACRAMENTO, CA",6920,2539369,261,19031,10.278144,749.43817
13aug2020,161,"SACRAMENTO, CA",6920,2539369,279,20142,10.986981,793.18915
14aug2020,162,"SACRAMENTO, CA",6920,2539369,285,20782,11.223261,818.39227
15aug2020,163,"SACRAMENTO, CA",6920,2539369,286,20821,11.26264,819.9281
16aug2020,164,"SACRAMENTO, CA",6920,2539369,286,20895,11.26264,822.84222
17aug2020,165,"SACRAMENTO, CA",6920,2539369,305,21719,12.010858,855.2912
18aug2020,166,"SACRAMENTO, CA",6920,2539369,306,22113,12.050238,870.80688
19aug2020,167,"SACRAMENTO, CA",6920,2539369,320,22425,12.601556,883.09338
20aug2020,168,"SACRAMENTO, CA",6920,2539369,320,22484,12.601556,885.41681
21aug2020,169,"SACRAMENTO, CA",6920,2539369,324,23042,12.759075,907.39075
22aug2020,170,"SACRAMENTO, CA",6920,2539369,325,23134,12.798455,911.01373
23aug2020,171,"SACRAMENTO, CA",6920,2539369,325,23465,12.798455,924.04846
24aug2020,172,"SACRAMENTO, CA",6920,2539369,338,24385,13.310393,960.27795
25aug2020,173,"SACRAMENTO, CA",6920,2539369,347,24798,13.664812,976.54181
26aug2020,174,"SACRAMENTO, CA",6920,2539369,355,24995,13.979851,984.29962
27aug2020,175,"SACRAMENTO, CA",6920,2539369,364,25227,14.33427,993.43579
28aug2020,176,"SACRAMENTO, CA",6920,2539369,375,25548,14.767448,1006.0767
29aug2020,177,"SACRAMENTO, CA",6920,2539369,375,25660,14.767448,1010.4872
30aug2020,178,"SACRAMENTO, CA",6920,2539369,376,26182,14.806828,1031.0436
31aug2020,179,"SACRAMENTO, CA",6920,2539369,396,26782,15.594425,1054.6715
01sep2020,180,"SACRAMENTO, CA",6920,2539369,396,26820,15.594425,1056.1678
02sep2020,181,"SACRAMENTO, CA",6920,2539369,408,27279,16.066984,1074.2433
03sep2020,182,"SACRAMENTO, CA",6920,2539369,422,27528,16.618301,1084.0488
04sep2020,183,"SACRAMENTO, CA",6920,2539369,433,27847,17.051479,1096.611
05sep2020,184,"SACRAMENTO, CA",6920,2539369,433,27951,17.051479,1100.7065
06sep2020,185,"SACRAMENTO, CA",6920,2539369,434,28124,17.09086,1107.5193
07sep2020,186,"SACRAMENTO, CA",6920,2539369,434,28341,17.09086,1116.0647
08sep2020,187,"SACRAMENTO, CA",6920,2539369,441,28718,17.36652,1130.9109
09sep2020,188,"SACRAMENTO, CA",6920,2539369,448,28929,17.642178,1139.22
10sep2020,189,"SACRAMENTO, CA",6920,2539369,457,29115,17.996597,1146.5447
11sep2020,190,"SACRAMENTO, CA",6920,2539369,456,29189,17.996597,1149.4587
12sep2020,191,"SACRAMENTO, CA",6920,2539369,461,29667,18.154116,1168.2823
13sep2020,192,"SACRAMENTO, CA",6920,2539369,461,29832,18.154116,1174.78
14sep2020,193,"SACRAMENTO, CA",6920,2539369,467,30105,18.390396,1185.5308
15sep2020,194,"SACRAMENTO, CA",6920,2539369,470,30338,18.508535,1194.7063
16sep2020,195,"SACRAMENTO, CA",6920,2539369,478,30494,18.823574,1200.8495
17sep2020,196,"SACRAMENTO, CA",6920,2539369,486,30850,19.138613,1214.8688
18sep2020,197,"SACRAMENTO, CA",6920,2539369,490,31111,19.296133,1225.1469
19sep2020,198,"SACRAMENTO, CA",6920,2539369,491,31163,19.335512,1227.1946
20sep2020,199,"SACRAMENTO, CA",6920,2539369,491,31338,19.335512,1234.0861
21sep2020,200,"SACRAMENTO, CA",6920,2539369,499,31703,19.650551,1248.4597
22sep2020,201,"SACRAMENTO, CA",6920,2539369,500,31783,19.68993,1251.6101
23sep2020,202,"SACRAMENTO, CA",6920,2539369,512,31993,20.162489,1259.8799
24sep2020,203,"SACRAMENTO, CA",6920,2539369,520,32102,20.477528,1264.1724
25sep2020,204,"SACRAMENTO, CA",6920,2539369,523,32294,20.595667,1271.7333
26sep2020,205,"SACRAMENTO, CA",6920,2539369,528,32512,20.792566,1280.3181
27sep2020,206,"SACRAMENTO, CA",6920,2539369,528,32634,20.792566,1285.1224
